Track	Artist	URI	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	chorusHit	sections
Little Deuce Coupe	The Beach Boys	spotify:track:75WMOzv7195ziyx0qEw1yE	0.665	0.701	8	-6.607	1	0.0329	0.622	6.48e-05	0.141	0.977	133.853	100933	1	26.45109	7	1
Shangri-La	Vic Dana	spotify:track:5uPKJXCJse6seJX3DegLDN	0.255	0.283	8	-9.941	1	0.0294	0.848	2.62e-06	0.0822	0.142	85.574	126347	3	41.1792	6	1
Who Do You Love	The Woolies	spotify:track:615QoDLpyIODGVvHEPP4pt	0.531	0.408	11	-17.054	1	0.0307	0.0829	3.4e-06	0.37	0.901	93.191	123493	4	50.27412	5	1
Talk Back Trembling Lips	Johnny Tillotson	spotify:track:4sA2uCxAu5TCVbNiCT7xL7	0.504	0.524	9	-10.152	1	0.03	0.618	0	0.29	0.701	138.754	158467	4	52.65003	6	1
Laughing Blues	The Bonzo Dog Band	spotify:track:5ds2EG8v0vXqCAmJHNtDe1	0.408	0.302	9	-11.443	1	0.0489	0.987	0.752	0.634	0.352	89.576	224867	4	29.8822	9	0
CÃÂÃÂ³mo Te ExtraÃÂÃÂ±o Mi Amor	Leo Dan	spotify:track:5ozZHuU1nWqq2UaFM9xa5A	0.737	0.503	4	-9.83	1	0.0337	0.829	0	0.175	0.95	122.129	175493	4	31.57952	10	0
Trees	The Platters	spotify:track:1CrXQTpGrMhym7ASXcmTzd	0.333	0.209	3	-12.374	1	0.0325	0.901	1.35e-06	0.0897	0.292	116.225	148827	4	23.34186	8	1
Green Tambourine	The Lemon Pipers	spotify:track:70jnaGaj1rtpyABfUURpvr	0.503	0.614	7	-7.814	1	0.0283	0.123	0.023	0.17	0.313	111.148	147000	4	68.28691	7	1
Help Yourself	Tom Jones	spotify:track:6L8CWcj8KIdz5SMhinN4CO	0.616	0.731	4	-7.282	1	0.0569	0.417	0.000716	0.725	0.909	91.444	170893	4	66.83712	6	1
Fast Freight	The Fifth Avenue Band	spotify:track:5W9K69NWezi34sw3ULctcg	0.422	0.83	9	-5.759	1	0.0597	0.859	0.0209	0.183	0.715	189.73	219093	4	24.99455	13	0
(If You Cry) True Love, True Love	The Drifters	spotify:track:2mfo3AK0aZzTGcXD0LnLqx	0.511	0.236	0	-14.496	1	0.043	0.67	0	0.0953	0.196	141.222	141427	4	34.76498	8	1
The Last Thing I Remember	The Turtles	spotify:track:7KOo6vHEo51qe0pMELKomD	0.413	0.48	9	-9.27	1	0.0281	0.65	0.000166	0.406	0.363	88.802	175827	4	23.08361	10	0
Do-Wacka-Do	Roger Miller	spotify:track:6mOjbQAbwAzK3y9GGPOlAq	0.602	0.317	4	-18.015	1	0.141	0.503	0	0.188	0.891	179.165	107000	4	36.00654	7	1
Moonlight Man	Sam Apple Pie	spotify:track:20vXx4FmnQ3WhEIqaaSI4T	0.517	0.434	2	-9.886	0	0.0341	0.594	0.00534	0.0808	0.77	100.302	436973	4	23.46894	14	0
Smokie-Part 2	Bill Doggett	spotify:track:2Zl4RbIpuFSLLdjDznEVU2	0.759	0.439	0	-5.962	1	0.0435	0.562	0.335	0.0983	0.96	110.07	184800	4	59.2654	7	1
Twelve Thirty - Single Version	The Mamas & The Papas	spotify:track:6f53m2EYHO3fbPclwD7IQT	0.557	0.444	1	-13.986	1	0.0305	0.345	0	0.717	0.472	113.252	204733	4	68.17928	8	0
Don't Let The Joneses Get You Down	The Temptations	spotify:track:1megsUXcXPoCWKxIjyc3y0	0.526	0.737	2	-9.816	0	0.102	0.646	0	0.207	0.681	118.001	284893	4	27.81549	12	1
Tell Him	The Exciters	spotify:track:7rGOWzo4evAQQ2FzrSKp0B	0.708	0.616	5	-10.827	1	0.198	0.445	0	0.299	0.908	177.061	156160	4	33.57208	8	1
Ballad Of Bonneville	The Super Stocks	spotify:track:3UMxzArWBLeSsYHWlaFw4j	0.557	0.377	6	-10.295	1	0.0263	0.87	0	0.0816	0.805	107.424	129453	3	62.23488	7	0
MacArthur Park	Richard Harris	spotify:track:5DBEFajBEaHgbbwe7oN0KP	0.246	0.343	10	-15.643	1	0.0303	0.796	0.483	0.143	0.374	170.276	450107	3	35.54329	18	1
Recovery	Fontella Bass	spotify:track:0bJrWYVfCpObiOpeN0TUOW	0.705	0.468	11	-6.977	0	0.0363	0.627	0	0.0942	0.836	124.418	150800	4	36.0554	8	1
Brown Eyed Girl	Van Morrison	spotify:track:3yrSvpt2l1xhsV9Em88Pul	0.491	0.583	7	-10.964	1	0.0376	0.182	0	0.407	0.907	150.572	183307	4	110.07059	6	1
Try A Little Tenderness	Three Dog Night	spotify:track:1xKrmk59JTLhiTmp6RJDSJ	0.359	0.412	7	-12.973	1	0.0427	0.373	0	0.0617	0.363	96.744	249133	4	26.82777	11	1
What's Gonna Happen When Summer's Done	Freddy Cannon	spotify:track:6ADpATV1CEeBzOrHtklKdW	0.462	0.894	3	-6.378	1	0.103	0.421	4.44e-06	0.0689	0.967	165.987	126853	4	31.71365	9	1
I Love How You Love Me	The Paris Sisters	spotify:track:4UEWbycxYnl9KkrCl9nXwH	0.384	0.452	10	-8.894	1	0.0281	0.944	0.00125	0.224	0.453	84.857	123834	3	20.69361	8	1
Midnight Train - Demo Version; 2007 Remaster	The Monkees	spotify:track:7FuUJeCIyb51VT4E4Y05yU	0.551	0.318	4	-14.189	1	0.145	0.735	1.46e-05	0.331	0.605	147.933	146027	4	27.67301	10	0
Mama's Boy	Biff Rose	spotify:track:5qdaq8l7wFw2NVIdtASCTD	0.347	0.674	5	-7.981	1	0.0367	0.643	3.05e-06	0.0923	0.801	173.164	176187	4	29.47158	9	0
All Day and All of the Night	The Kinks	spotify:track:5gmMa8nwzrkcPbHzSW3azN	0.563	0.915	7	-5.062	1	0.08	0.247	8.46e-05	0.0613	0.71	136.345	142227	4	21.89457	8	0
Espero Que Les Guste (I Hope You'll Like It)	Los Shakers	spotify:track:6LaUVnDcBkk2O6sJ3B1hBC	0.587	0.587	5	-9.529	1	0.035	0.102	0.0295	0.582	0.38	115.834	154000	4	16.29003	7	0
You Got Soul	Johnny Nash	spotify:track:4k1KBmLXE1Q1cFyfC6bVLH	0.62	0.405	2	-12.389	1	0.0311	0.0127	1.2e-06	0.0764	0.641	86.444	158787	4	33.79576	8	1
He's So Fine	The Chiffons	spotify:track:2Bs1Lw9LX8hBm70t1iGdlh	0.558	0.633	7	-3.265	1	0.0329	0.487	0	0.129	0.871	72.494	112520	4	32.87427	6	1
Please Come Home For Christmas	Charles Brown	spotify:track:2UTO3vuKleiyHjOGX1dppL	0.503	0.238	4	-17.378	1	0.0359	0.801	0.000562	0.0816	0.358	180.917	170945	3	41.8525	9	1
I Think We're Alone Now	Tommy James & The Shondells	spotify:track:3AXDLGI5TIYi72JcYFvNpv	0.783	0.42	11	-11.05	0	0.103	0.0722	0.0316	0.0692	0.716	131.75	130320	4	38.315	7	0
Iron Maiden (2/4)	John Berberian And The Rock East Ensemble	spotify:track:1shIcOFnqwWToYXLcIhZVu	0.52	0.792	2	-9.811	0	0.0314	0.492	0.934	0.0961	0.839	99.292	233533	4	91.10659	7	0
Baldheaded End of a Broom	Kaleidoscope	spotify:track:4Tq5ko6UnSFwXvRswDMwba	0.63	0.789	9	-6.916	1	0.0424	0.335	2.86e-05	0.0279	0.967	143.424	194293	4	38.78717	11	0
There Goes My Everything	Jack Greene	spotify:track:4w6KzdRpUwyKfEf4vFLeiI	0.425	0.342	10	-10.81	1	0.0282	0.838	0	0.147	0.365	139.205	142880	5	38.76021	8	1
Make Someone Happy	Judy Garland	spotify:track:1DraMcxnJgflz1VHoakTVF	0.203	0.322	6	-12.024	0	0.0438	0.84	2.59e-06	0.771	0.131	95.674	133853	4	22.60246	7	0
Like Columbus Did	The Reflections	spotify:track:3qRqQmEgDHYaM5rT1Zp4kZ	0.598	0.531	1	-13.521	1	0.0337	0.583	0	0.0834	0.965	147.299	139413	4	25.73856	7	1
Understand Your Man	Tim Buckley	spotify:track:380UEMoCzeCvEqn4y4ThW9	0.486	0.629	9	-9.785	1	0.0339	0.133	3.57e-05	0.313	0.861	138.906	185907	4	43.3006	11	0
Snatching It Back	Clarence Carter	spotify:track:6xc5AUVg180zZrbk6WfVQ1	0.727	0.64	6	-11.066	1	0.0407	0.628	6.53e-05	0.0481	0.961	103.87	172093	4	41.79524	8	0
Gypsy Woman	The Impressions	spotify:track:5EVM4dQJOmMVdTDMLOQLzb	0.592	0.33	8	-13.945	0	0.0669	0.566	0	0.217	0.746	119.491	141840	4	38.87931	9	1
I Will - Remastered 2009	The Beatles	spotify:track:09x9v1o51dbqi5H0u7UGfp	0.631	0.387	5	-11.529	1	0.0262	0.742	0.000406	0.0822	0.832	103.11	105933	4	60.047	4	0
Ebaneezer Beaver	The Mirage	spotify:track:3bTyxqZ54mjhDVHpDqsId5	0.393	0.699	4	-5.489	1	0.135	0.00126	0.754	0.0833	0.724	162.489	142147	4	36.26222	8	0
When My Mind Is Not Live - Mono Version	Status Quo	spotify:track:6zGv61c4D6YsGi0Vw4mxD4	0.427	0.67	2	-6.267	1	0.03	0.444	0.00281	0.118	0.522	88.313	169973	4	78.55037	7	0
If 6 Was 9	Jimi Hendrix	spotify:track:0J3CHAStO3pNGTnYnxKZod	0.39	0.648	8	-9.789	1	0.137	0.00428	0.0531	0.689	0.493	103.496	334520	3	48.7869	12	0
I Don't Want To Cry	Ruby Winters	spotify:track:0ohnjVj0hHcEwjWUCEmunP	0.448	0.296	5	-13.433	1	0.0326	0.544	0.0711	0.613	0.234	116.138	205495	3	29.01824	10	1
Motorcycle	Kim Fowley	spotify:track:1ktc7qXOc1cpU3iS1P3XR8	0.565	0.0478	0	-23.642	1	0.176	0.9	0	0.3	0.314	114.86	144467	4	53.94572	9	0
The Things That Concern You	Fifty Foot Hose	spotify:track:17Lsyeb8VvhCcPLwRBdlHq	0.383	0.458	11	-10.134	0	0.0268	0.322	0.00095	0.0772	0.594	100.154	210267	4	39.38342	13	0
She's Leaving Home	The Beatles	spotify:track:7BgUsF8L4cMhtBlPzo8den	0.355	0.186	0	-13.385	1	0.0325	0.95	0	0.0915	0.399	131.36	205467	3	38.28696	12	0
Jealous Heart	Al Martino	spotify:track:1n808g3ydEALPAV2dQovPO	0.498	0.535	0	-11.772	1	0.0303	0.483	7.39e-05	0.21	0.856	83.914	146133	4	24.36839	7	0
21st Century Schizoid Man	King Crimson	spotify:track:5yClziwiwTdqRmdPQl3NDz	0.306	0.701	7	-9.918	0	0.0664	0.000404	0.59	0.197	0.538	92.527	442581	4	18.99092	20	0
I've Got Mine	Small Faces	spotify:track:7LNLz0y7C7Mftq7wPZjrI6	0.338	0.817	0	-7.896	1	0.103	0.466	1.62e-06	0.097	0.591	113.414	171093	4	49.12018	8	0
Chicken Little Was Right - Remastered	The Turtles	spotify:track:0om5r732cnOa4qc8dspMpl	0.501	0.703	2	-10.033	1	0.03	0.533	1.86e-05	0.2	0.775	109.427	165012	4	25.89022	7	0
A Groovy Kind Of Love	The Mindbenders	spotify:track:1GcmwA3lDj915K6xLOYDIM	0.404	0.406	9	-9.072	1	0.0352	0.399	0	0.167	0.563	190.195	122684	4	29.35625	9	1
I've Got Sand In My Shoes	The Drifters	spotify:track:7jon8ItjfPNUkn9cWtkhnT	0.603	0.504	8	-7.832	1	0.0329	0.607	0	0.146	0.743	119.777	170507	4	21.88765	11	1
One Track Mind	The Knickerbockers	spotify:track:20pwNCxtIhD393UkhOpKq3	0.365	0.708	6	-8.359	0	0.0382	0.487	3.42e-06	0.209	0.831	170.025	141560	4	23.0589	10	0
She Took You For A Ride	Aaron Neville	spotify:track:33vOmVmYIgn4QGUc0ooNio	0.421	0.347	5	-10.805	1	0.0341	0.59	4.21e-06	0.19	0.869	181.566	199360	4	28.9142	11	1
Sooner Or Later	Johnny Mathis	spotify:track:3RMBmHpLtkfxf3TwdEx2T4	0.211	0.31	0	-12.619	1	0.033	0.913	0.00944	0.215	0.135	79.957	199453	4	24.19923	9	1
Would It Make Any Difference To You	Etta James	spotify:track:6aOY5n8nmsFZPSNQYDnDqc	0.419	0.262	8	-10.467	1	0.0369	0.847	9.78e-05	0.127	0.593	69.315	158800	4	38.87629	6	1
Almost There (Mono)	The Turtles	spotify:track:3v9AuYeJGT4uEzyiaBR5pR	0.562	0.748	2	-7.647	1	0.0363	0.117	0.103	0.0545	0.963	157.235	135467	4	42.55437	6	0
Watch Your Step	Floating Bridge	spotify:track:36BR32bm7TtA1eueLvA15m	0.256	0.85	9	-7.515	1	0.0446	2.78e-05	0.198	0.138	0.884	183.907	240827	4	27.21922	12	0
My Mind's Eye	Small Faces	spotify:track:4dusLrn61NgUDbr0p6wAnZ	0.407	0.674	9	-6.292	1	0.0335	0.68	2.92e-05	0.336	0.575	116.503	121667	4	34.85038	7	0
Cabaret	Herb Alpert & The Tijuana Brass	spotify:track:3FQinj62NzAWrDVEhAC0Pm	0.763	0.344	8	-13.969	1	0.0399	0.896	0.876	0.105	0.792	84.886	161200	4	37.60064	7	1
Rock Around The Clock	Bill Haley & His Comets	spotify:track:34AmZ4PMz9iNZVp9AMIGZj	0.609	0.526	9	-13.106	1	0.43	0.139	0	0.0946	0.93	173.179	137000	4	27.72122	8	0
Queen Nymphet	The West Coast Pop Art Experimental Band	spotify:track:0mq2LpadzWarV1PQeuT38r	0.689	0.363	2	-14.82	1	0.0292	0.688	6.56e-06	0.316	0.57	114.269	140467	4	27.7486	6	0
Tell Me The Truth	Nancy Wilson	spotify:track:6uht8VFDyDBkPIuPHvR9Li	0.344	0.102	1	-18.301	1	0.0559	0.957	0.0103	0.463	0.226	178.971	152960	3	48.93218	7	1
Baby I Need Your Lovin'	Johnny Rivers	spotify:track:1OdFAYq591cuGvEu5wSPIA	0.529	0.457	0	-11.018	1	0.0283	0.779	0	0.339	0.736	106.816	188800	4	31.73772	10	1
Run, Baby Run (Back Into My Arms)	The Newbeats	spotify:track:5SaZMyjsjVR1YH225iVFyy	0.778	0.629	7	-8.376	1	0.0327	0.41	1.9e-05	0.261	0.681	124.463	183693	4	55.38817	8	1
Elegant Soul	Gene Harris & The Three Sounds	spotify:track:2mfe7sHpyeY8N6dbSpftWV	0.257	0.38	5	-12.934	0	0.0329	0.694	0.431	0.241	0.481	153.489	193733	3	47.35534	12	0
Lonesome Number One	Don Gibson	spotify:track:6YosVXlnWfD9zqLyiQFA7U	0.522	0.545	0	-10.609	1	0.0293	0.591	0.00908	0.321	0.838	87.744	142440	4	31.61687	6	1
Little Lonely One	Tom Jones	spotify:track:4EGwrKtDGOIUjQOu3hGkHT	0.371	0.83	2	-6.692	1	0.0702	0.545	0	0.104	0.767	151.605	155533	4	31.13097	9	1
No Other Name	Peter, Paul and Mary	spotify:track:4Y1wrEOONrMegBEQ69XnMa	0.553	0.0728	3	-19.445	1	0.038	0.931	2.19e-05	0.108	0.315	117.763	151307	3	28.6775	9	0
Wondering Why	Royal Aircoach	spotify:track:6jm2kCkOR7cE1MRSfnJr6d	0.324	0.432	5	-14.278	1	0.0353	0.00878	0.744	0.214	0.884	156.548	184507	4	35.39734	9	0
All My Loving - Remastered 2009	The Beatles	spotify:track:4joiWvli4qJVEW6qZV2i2J	0.416	0.563	1	-8.724	0	0.0298	0.207	0	0.343	0.9	77.56	127853	4	42.83176	5	0
The Holy Ghost	Lou Donaldson	spotify:track:7LF30EqxPEYSld3pgUODio	0.494	0.276	5	-11.32	1	0.0278	0.742	0.00718	0.0744	0.147	132.167	518333	3	42.76145	24	0
Boots of Spanish Leather	Bob Dylan	spotify:track:6QHYEZlm9wyfXfEM1vSu1P	0.615	0.114	8	-17.285	1	0.0357	0.926	4e-06	0.166	0.401	101.189	277107	4	35.53931	11	0
Thunderball	Tom Jones	spotify:track:1MEbV33yXmnN0cGMogtSX5	0.409	0.637	8	-8.475	1	0.0499	0.31	0	0.965	0.556	97.471	160182	4	83.36892	7	1
The Life I Live	Q'65	spotify:track:3IhHkd0OPXZc6hNLD4N8Ao	0.607	0.453	0	-11.852	1	0.04	0.106	0.000102	0.288	0.757	130.952	199400	4	27.38339	12	0
Callin' Doctor Casey	John D. Loudermilk	spotify:track:2b29IX7VUkChXruI3pHKnc	0.598	0.787	7	-8.88	1	0.0506	0.314	0	0.125	0.808	73.467	156960	4	30.05477	9	1
Sweet Blindness	The 5th Dimension	spotify:track:6NWH4A39SBMN04IdVuTV2c	0.411	0.57	5	-8.731	1	0.0532	0.622	0	0.149	0.826	162.954	202293	4	24.45809	10	1
Colorado Mourning	C.A. Quintet	spotify:track:56VRmv5j0S05smh64JcJlC	0.43	0.411	4	-10.583	0	0.0337	0.633	0.00657	0.133	0.497	125.772	150907	4	32.42356	7	0
Tennessee	Jan & Dean	spotify:track:2Y9UCq9XrCqoOXezVRiYgh	0.816	0.912	5	-13.451	1	0.0353	0.596	0.809	0.0998	0.942	120.171	126533	4	28.53472	7	1
Lisa - Alternate Mix	The Easybeats	spotify:track:2M0FMWrNKKDoUNXl1nMPtL	0.382	0.631	2	-9.282	1	0.045	0.152	0	0.249	0.453	140.715	195533	4	24.86896	10	0
Soul Man	Sam & Dave	spotify:track:4eGHlplaq1ME8oetnTuFFf	0.79	0.41	0	-13.241	1	0.0343	0.263	0.00314	0.174	0.815	112.345	159000	4	37.0471	10	1
Down the Line - Live	The Astronauts	spotify:track:7FGICbEBS6oz2LsxIBBzf1	0.451	0.927	9	-4.463	1	0.0432	0.103	0.000268	0.759	0.867	169.261	129747	4	30.75748	8	0
Red Red Wine	Neil Diamond	spotify:track:2ITvBuMlwGLsDpVY4s4A8n	0.521	0.307	9	-12.418	1	0.0239	0.101	0	0.172	0.469	88.714	160333	4	52.2634	5	1
Hey Girl	Small Faces	spotify:track:6X2216QlYwdB2PeqhuDs18	0.286	0.805	4	-5.149	1	0.0342	0.451	0	0.587	0.875	181.327	135293	4	22.83246	9	0
It's All My Fault	Savoy Brown Blues Band	spotify:track:4lY4eo0w072penWdAtYdjj	0.419	0.27	8	-15.116	0	0.0369	0.715	0.0592	0.101	0.339	148.033	299973	3	22.44122	16	0
When Rain Is Black - Mono	The Deep	spotify:track:32lMGyutHbitFAEL82G7Y4	0.507	0.178	11	-16.675	0	0.0293	0.597	0.01	0.143	0.0634	77.498	130227	1	31.5629	6	0
Good Vibrations - Remastered	The Beach Boys	spotify:track:5t9KYe0Fhd5cW6UYT4qP8f	0.396	0.473	10	-7.67	0	0.0345	0.326	0.000124	0.109	0.385	133.449	219027	4	96.31311	7	0
Buying A Book	Joe Tex	spotify:track:1V9jRNK8t5Y7k9zQ1H1Mw4	0.507	0.431	11	-14.884	1	0.136	0.798	0	0.118	0.824	129.327	213240	3	64.85507	8	1
Stand By Your Man	Tammy Wynette	spotify:track:6xatfNMI8NkY5XxRHAeiS4	0.517	0.246	9	-11.992	1	0.0308	0.788	0.00105	0.133	0.525	105.24	159760	4	37.42708	9	1
Scheme #1	John Handy Quintet	spotify:track:1AFWcqgbXs8atovmNNVmwF	0.43	0.363	11	-12.151	1	0.111	0.764	0.462	0.0845	0.321	114.885	819533	4	61.28595	43	0
Nuttin' But Trouble	Cuby & The Blizzards	spotify:track:2biSfG4H4nOBbvTxYYlQPE	0.645	0.536	2	-13.691	1	0.0343	0.44	0	0.179	0.77	133.009	181360	4	22.62546	9	0
Nobody Spoil My Fun	The Seeds	spotify:track:2GJMVBtT5XdFGJXRPxcBT7	0.756	0.362	3	-13.603	0	0.0608	0.142	0	0.223	0.683	119.299	234847	4	21.41356	14	0
Jesus	The Velvet Underground	spotify:track:63p86I7aYxgAM2xBgqlPEc	0.427	0.0628	7	-19.349	1	0.0446	0.886	0.178	0.114	0.101	176.75	203547	4	52.20646	5	0
Shapes Of Things	The Yardbirds	spotify:track:4wUEyxnu0u0r5Ht2zLI79b	0.432	0.823	0	-9.216	1	0.116	0.249	0.00639	0.0953	0.38	132.212	145960	4	48.89075	7	1
Kangaroo	Kim Fowley	spotify:track:2ELsq3cO1lc9P37do2OosP	0.567	0.729	2	-13.396	1	0.0581	0.327	4.04e-05	0.142	0.842	117.535	239707	4	54.76498	9	0
Ain't No Mountain High Enough	Marvin Gaye	spotify:track:2H3ZUSE54pST4ubRd5FzFR	0.669	0.616	11	-10.776	0	0.033	0.482	0	0.179	0.818	130.037	151667	4	25.86559	8	0
Deportation	Eric Morris	spotify:track:0V3ixFl6ZxAtqNiiB4pImD	0.82	0.371	0	-13.278	1	0.0666	0.661	3.76e-05	0.0875	0.942	151.127	143480	4	72.69571	6	0
Creeque Alley	The Mamas & The Papas	spotify:track:2pfEVSZdq5McocgAYWhgLu	0.615	0.754	4	-6.104	1	0.0379	0.721	0	0.077	0.786	145.299	228680	4	34.33934	12	1
Hush	Deep Purple	spotify:track:4aU82r5G2KTUh3HmPHCbM1	0.577	0.664	10	-9.153	1	0.0461	0.00533	0.111	0.142	0.164	108.442	264973	4	38.52759	11	1
Do The Choo Choo	Archie Bell & The Drells	spotify:track:7IHgFno8TK6upLKlqp59HF	0.49	0.743	9	-7.164	1	0.148	0.576	0.00158	0.699	0.713	125.676	173706	4	21.71675	12	1
Twist And Shout - Remastered 2009	The Beatles	spotify:track:5ZBeML7Lf3FMEVviTyvi8l	0.482	0.849	2	-9.198	1	0.0452	0.641	7.74e-06	0.0414	0.937	124.631	155227	4	69.63231	6	0
The Letter	Sonny & Cher	spotify:track:6tluFvNsaxJ0ExyAiNOvi2	0.458	0.573	10	-7.734	1	0.0259	0.472	1.98e-05	0.35	0.54	98.72	131933	3	29.54458	9	1
What'Cha Gonna Do About It - Alternate Version	Small Faces	spotify:track:4wqyKxHlCNErmvU7VNU2BT	0.503	0.836	9	-7.657	1	0.0828	0.152	0	0.2	0.702	79.821	128880	4	66.131	4	0
Love Is A 5-Letter Word	James Phelps	spotify:track:0LkmP9Tx6wINTg7HtyTJ5W	0.671	0.477	3	-9.836	1	0.0618	0.395	0	0.34	0.803	95.543	210973	4	23.34564	10	1
My Guy	Mary Wells	spotify:track:3WORyf3FVpYdVoHEgSEt1b	0.697	0.576	10	-7.836	1	0.0563	0.559	4.96e-05	0.132	0.927	126.454	174440	4	19.70169	9	0
Watch Your Step	Bobby Parker	spotify:track:1uhm03Mco8BvXcucnLRtGA	0.526	0.663	9	-5.932	1	0.0279	0.102	8.98e-05	0.234	0.669	97.397	167427	4	39.80203	10	1
Ya Ya	Lee Dorsey	spotify:track:0SRDvk8M4HCxJyaEscoaqY	0.755	0.739	5	-6.074	1	0.0517	0.755	0.000105	0.238	0.96	140.833	146107	4	28.22121	8	0
Upstairs Downstairs	Graham Gouldman	spotify:track:3rb0GpWFPHndHiM5ZN9QwM	0.593	0.492	4	-7.783	0	0.0316	0.769	1.68e-06	0.21	0.815	139.546	135987	4	41.93651	7	0
Shotgun	Vanilla Fudge	spotify:track:4cpaaN9gp0JvTaro27c0ex	0.23	0.953	2	-4.114	1	0.124	0.000184	0.000593	0.321	0.277	105.811	148613	4	17.80553	9	1
Tears of Ole Miss	John Handy Quintet	spotify:track:38k2GTEtawE5SCxxbs8br6	0.441	0.543	9	-14.677	0	0.0478	0.543	0.000476	0.89	0.597	102.98	1869213	3	37.68812	83	0
I'll Spend My Life with You - Master Backing Track; Take 9	The Monkees	spotify:track:7j9QbiVeWiQ8itHYcoOVlg	0.545	0.54	2	-11.667	0	0.0285	0.106	0.673	0.237	0.588	95.988	152267	4	32.51375	8	0
Up on the Roof	The Drifters	spotify:track:7cNRqg0lbiqBaGeOlA4AEU	0.693	0.29	8	-17.501	1	0.0334	0.708	1.49e-05	0.137	0.92	121.795	157173	4	34.53546	8	0
Don't Break This Heart Of Mine	? & The Mysterians	spotify:track:0ESL4QQiShxESRoYUhrYWN	0.669	0.464	2	-9.545	0	0.0683	0.435	0	0.494	0.722	92.583	112347	4	35.71997	7	0
Jennifer Juniper	Donovan	spotify:track:1okJcHTIrR5nQayHTZkGzI	0.615	0.291	2	-19.48	1	0.0317	0.258	0.000917	0.519	0.881	129.367	160160	4	33.45565	9	1
The Ballad Of Jed Clampett	Flatt & Scruggs	spotify:track:0txfcNqfEvdOxk9Ue35220	0.544	0.538	9	-12.058	1	0.035	0.194	0.000142	0.392	0.947	136.92	123667	4	37.73994	7	1
Tin Soldier	Small Faces	spotify:track:5OwSlMCeO12Skgcz80AdfG	0.355	0.704	9	-8.523	1	0.0337	0.0128	0.00577	0.0814	0.304	114.012	198776	4	26.4812	13	1
Crawfish Song	The Astronauts	spotify:track:5xRuE4CxYGb8o4bYDzliDd	0.648	0.436	0	-13.547	1	0.0291	0.679	0.00014	0.145	0.849	102.367	176867	4	29.60983	10	0
Program	Silver Apples	spotify:track:17NTyKH575Q3QWrRq64MfX	0.57	0.751	7	-9.19	1	0.0977	0.201	0.000129	0.167	0.45	128.731	245400	4	28.95732	13	0
Leg	Arzachel	spotify:track:4qiqM7jPlbscUN64VIEpQW	0.34	0.488	0	-12.061	1	0.0387	0.0101	0.774	0.126	0.141	115.767	339197	4	61.72344	11	0
Jersey Channel Islands - Part 7	Bruce Johnston	spotify:track:6cXHawhJ1ag6jA1gHYccoD	0.341	0.986	4	-6.413	1	0.0599	0.069	0.802	0.294	0.662	163.501	125227	4	18.92057	8	0
Misirlou	The Devil's Anvil	spotify:track:1ARHhzvRdnzNPsyDrrwU3G	0.658	0.469	9	-11.751	1	0.0281	0.202	0	0.0934	0.597	99.614	182027	4	65.97541	5	0
Every Breath I Take	Gene Pitney	spotify:track:6u0MfwA7p9rmTR5zYioATQ	0.487	0.783	7	-6.54	1	0.042	0.237	0.000699	0.437	0.655	93.362	165960	4	26.69206	9	1
Ramcharger	The Super Stocks	spotify:track:166FwiO2EwHIvIPoQ5eDC6	0.355	0.756	4	-12.414	1	0.0339	0.109	0.93	0.107	0.94	88.784	111347	4	24.29197	6	0
Looking Through The Eyes Of Love	Gene Pitney	spotify:track:66sX1HdE1EM1kBYgKU3kbD	0.465	0.703	0	-5.711	1	0.0606	0.796	0	0.161	0.387	106.776	197413	4	32.60881	9	1
Winter Nocturne - From the Film "Wild On the Beach" a Twentieth Century- Fox Release	Jackie & Gayle	spotify:track:1xEzIl6vKDFK2yJIl5P2Nw	0.453	0.283	7	-11.073	1	0.0281	0.813	0	0.269	0.35	91.13	148187	3	29.3949	7	0
Circles - Stereo Version	The Who	spotify:track:5DwxcSfYLERsRfPqM2eQpB	0.367	0.892	11	-7.936	0	0.0361	0.165	0.000429	0.22	0.314	129.358	193509	4	24.24049	9	0
Amen	Otis Redding	spotify:track:3uBtA78OM8o5HE2hTlKWfC	0.612	0.136	7	-12.687	1	0.117	0.572	0	0.234	0.535	101.785	186440	4	28.71102	11	1
Blues for a Highstrung Guitar - Alternate Take	John Handy Quintet	spotify:track:1WnyqNfEoAba3nAsXEd1CV	0.559	0.327	0	-16.939	1	0.0989	0.364	1.72e-06	0.203	0.722	80.49	339267	4	25.86886	13	0
Norwegian Wood (This Bird Has Flown) - Remastered	The Beatles	spotify:track:4DE42oDol0KHxympBsaiYu	0.425	0.369	4	-11.876	1	0.0379	0.183	0.00126	0.112	0.65	176.625	124693	3	41.32091	6	0
We're Not Gonna Take It	The Who	spotify:track:4pPqPz29mXtKl22L7ZDdw9	0.445	0.401	0	-8.962	1	0.0341	0.0298	0	0.0684	0.18	131.61	426137	4	15.15205	16	0
Guess Who?	Dusty Springfield	spotify:track:2aXXcIHW3y7O7mVSFuw9Z5	0.486	0.314	4	-10.605	0	0.0251	0.928	0.000191	0.405	0.512	78.511	151133	3	29.46466	13	0
Simon Says	1910 Fruitgum Company	spotify:track:24jf8jCLHcr4xgjPCHhy5c	0.762	0.748	9	-7.103	1	0.0324	0.405	2.84e-05	0.232	0.991	135.46	134760	4	24.87657	10	0
